,NAICS2017_LABEL,SEX_LABEL,ETH_GROUP,RACE_GROUP,RACE_GROUP_LABEL,VET_GROUP_LABEL,YIBSZFI,YIBSZFI_LABEL,FIRMPDEMP,RCPPDEMP,EMP,PAYANN,EMPSZFI,EMPSZFI_LABEL
20849,"Professional, scientific, and technical services",Equally male/female,001,92,Nonminority,Total,,,244,W,29207,2208557,651,Firms with 100 to 249 employees
20850,"Professional, scientific, and technical services",Equally male/female,001,92,Nonminority,Total,,,66,U,20603,1852338,652,Firms with 250 to 499 employees
20851,"Professional, scientific, and technical services",Equally male/female,001,92,Nonminority,Total,,,31,U,21298,1785735,657,Firms with 500 employees or more
20852,"Professional, scientific, and technical services",Total,001,00,Total,Veteran,,,9995,U,0,615479,611,Firms with no employees
20853,"Professional, scientific, and technical services",Total,001,00,Total,Veteran,,,34581,W,60944,3103912,612,Firms with 1 to 4 employees
20854,"Professional, scientific, and technical services",Total,001,00,Total,Veteran,,,6668,W,43408,2580493,620,Firms with 5 to 9 employees
20855,"Professional, scientific, and technical services",Total,001,00,Total,Veteran,,,3776,W,50188,4331235,630,Firms with 10 to 19 employees
20856,"Professional, scientific, and technical services",Total,001,00,Total,Veteran,,,2007,W,59441,4315548,641,Firms with 20 to 49 employees
20857,"Professional, scientific, and technical services",Total,001,00,Total,Veteran,,,519,W,33916,2941137,642,Firms with 50 to 99 employees
20858,"Professional, scientific, and technical services",Total,001,00,Total,Veteran,,,423,W,59151,4602089,651,Firms with 100 to 249 employees
20859,"Professional, scientific, and technical services",Total,001,00,Total,Veteran,,,S,S,"25,000 to 49,999 employees",S,652,Firms with 250 to 499 employees
20860,"Professional, scientific, and technical services",Total,001,00,Total,Veteran,,,73,W,48228,4179834,657,Firms with 500 employees or more
20861,"Professional, scientific, and technical services",Female,001,00,Total,Veteran,,,S,S,0 to 19 employees,S,611,Firms with no employees
20862,"Professional, scientific, and technical services",Female,001,00,Total,Veteran,,,1456,R,2483,92926,612,Firms with 1 to 4 employees
20863,"Professional, scientific, and technical services",Female,001,00,Total,Veteran,,,330,R,2081,80146,620,Firms with 5 to 9 employees
20864,"Professional, scientific, and technical services",Female,001,00,Total,Veteran,,,S,S,"1,000 to 2,499 employees",S,630,Firms with 10 to 19 employees
20865,"Professional, scientific, and technical services",Female,001,00,Total,Veteran,,,S,S,"2,500 to 4,999 employees",S,641,Firms with 20 to 49 employees
20866,"Professional, scientific, and technical services",Female,001,00,Total,Veteran,,,7,O,663,52496,642,Firms with 50 to 99 employees
20867,"Professional, scientific, and technical services",Female,001,00,Total,Veteran,,,27,T,3427,261035,651,Firms with 100 to 249 employees
20868,"Professional, scientific, and technical services",Female,001,00,Total,Veteran,,,S,S,"1,000 to 2,499 employees",S,652,Firms with 250 to 499 employees
20869,"Professional, scientific, and technical services",Female,001,00,Total,Veteran,,,5,R,1484,127978,657,Firms with 500 employees or more
20870,"Professional, scientific, and technical services",Male,001,00,Total,Veteran,,,9264,U,0,588086,611,Firms with no employees
20871,"Professional, scientific, and technical services",Male,001,00,Total,Veteran,,,32978,W,58218,2995632,612,Firms with 1 to 4 employees
20872,"Professional, scientific, and technical services",Male,001,00,Total,Veteran,,,6303,W,41135,2482197,620,Firms with 5 to 9 employees
20873,"Professional, scientific, and technical services",Male,001,00,Total,Veteran,,,3550,W,47267,4132304,630,Firms with 10 to 19 employees
20874,"Professional, scientific, and technical services",Male,001,00,Total,Veteran,,,1907,W,56360,3915286,641,Firms with 20 to 49 employees
20875,"Professional, scientific, and technical services",Male,001,00,Total,Veteran,,,511,W,33253,2888641,642,Firms with 50 to 99 employees
20876,"Professional, scientific, and technical services",Male,001,00,Total,Veteran,,,397,W,55724,4341053,651,Firms with 100 to 249 employees
20877,"Professional, scientific, and technical services",Male,001,00,Total,Veteran,,,S,S,"25,000 to 49,999 employees",S,652,Firms with 250 to 499 employees
20878,"Professional, scientific, and technical services",Male,001,00,Total,Veteran,,,69,W,46744,4051856,657,Firms with 500 employees or more
20879,"Professional, scientific, and technical services",Equally male/female,001,00,Total,Veteran,,,S,S,0 to 19 employees,S,611,Firms with no employees
20880,"Professional, scientific, and technical services",Equally male/female,001,00,Total,Veteran,,,S,S,100 to 249 employees,S,612,Firms with 1 to 4 employees
20881,"Professional, scientific, and technical services",Equally male/female,001,00,Total,Veteran,,,S,S,100 to 249 employees,S,620,Firms with 5 to 9 employees
20882,"Professional, scientific, and technical services",Equally male/female,001,00,Total,Veteran,,,S,S,"1,000 to 2,499 employees",S,630,Firms with 10 to 19 employees
20883,"Professional, scientific, and technical services",Equally male/female,001,00,Total,Veteran,,,D,D,100 to 249 employees,D,641,Firms with 20 to 49 employees
20884,"Professional, scientific, and technical services",Total,020,00,Total,Veteran,,,343,O,0,19904,611,Firms with no employees
20885,"Professional, scientific, and technical services",Total,020,00,Total,Veteran,,,1413,R,2694,105913,612,Firms with 1 to 4 employees
20886,"Professional, scientific, and technical services",Total,020,00,Total,Veteran,,,S,S,"1,000 to 2,499 employees",S,620,Firms with 5 to 9 employees
20887,"Professional, scientific, and technical services",Total,020,00,Total,Veteran,,,S,S,"1,000 to 2,499 employees",S,630,Firms with 10 to 19 employees
20888,"Professional, scientific, and technical services",Total,020,00,Total,Veteran,,,S,S,"2,500 to 4,999 employees",S,641,Firms with 20 to 49 employees
20889,"Professional, scientific, and technical services",Total,020,00,Total,Veteran,,,S,S,"1,000 to 2,499 employees",S,642,Firms with 50 to 99 employees
20890,"Professional, scientific, and technical services",Total,020,00,Total,Veteran,,,S,S,"5,000 to 9,999 employees",S,651,Firms with 100 to 249 employees
20891,"Professional, scientific, and technical services",Total,020,00,Total,Veteran,,,D,D,"1,000 to 2,499 employees",D,652,Firms with 250 to 499 employees
20892,"Professional, scientific, and technical services",Total,020,00,Total,Veteran,,,5,T,3847,265265,657,Firms with 500 employees or more
20893,"Professional, scientific, and technical services",Total,028,00,Total,Veteran,,,D,D,0 to 19 employees,D,611,Firms with no employees
20894,"Professional, scientific, and technical services",Total,028,00,Total,Veteran,,,S,S,0 to 19 employees,S,612,Firms with 1 to 4 employees
20895,"Professional, scientific, and technical services",Total,028,00,Total,Veteran,,,S,S,20 to 99 employees,S,620,Firms with 5 to 9 employees
20896,"Professional, scientific, and technical services",Total,028,00,Total,Veteran,,,D,D,100 to 249 employees,D,641,Firms with 20 to 49 employees
20897,"Professional, scientific, and technical services",Total,029,00,Total,Veteran,,,9648,U,0,595569,611,Firms with no employees
20898,"Professional, scientific, and technical services",Total,029,00,Total,Veteran,,,33157,W,58233,2997543,612,Firms with 1 to 4 employees
20899,"Professional, scientific, and technical services",Total,029,00,Total,Veteran,,,6412,W,41752,2497628,620,Firms with 5 to 9 employees
20900,"Professional, scientific, and technical services",Total,029,00,Total,Veteran,,,3628,W,48407,4200253,630,Firms with 10 to 19 employees
20901,"Professional, scientific, and technical services",Total,029,00,Total,Veteran,,,1885,W,55044,4033366,641,Firms with 20 to 49 employees
20902,"Professional, scientific, and technical services",Total,029,00,Total,Veteran,,,485,W,31847,2775416,642,Firms with 50 to 99 employees
20903,"Professional, scientific, and technical services",Total,029,00,Total,Veteran,,,388,W,53847,4229606,651,Firms with 100 to 249 employees
20904,"Professional, scientific, and technical services",Total,029,00,Total,Veteran,,,S,S,"25,000 to 49,999 employees",S,652,Firms with 250 to 499 employees
20905,"Professional, scientific, and technical services",Total,029,00,Total,Veteran,,,69,W,44380,3914569,657,Firms with 500 employees or more
20906,"Professional, scientific, and technical services",Total,001,30,White,Veteran,,,9445,U,0,532336,611,Firms with no employees
20907,"Professional, scientific, and technical services",Total,001,30,White,Veteran,,,32901,W,57925,2969947,612,Firms with 1 to 4 employees
20908,"Professional, scientific, and technical services",Total,001,30,White,Veteran,,,6348,W,41245,2473800,620,Firms with 5 to 9 employees
20909,"Professional, scientific, and technical services",Total,001,30,White,Veteran,,,3591,W,48060,4190939,630,Firms with 10 to 19 employees
20910,"Professional, scientific, and technical services",Total,001,30,White,Veteran,,,1805,W,54204,3943456,641,Firms with 20 to 49 employees
20911,"Professional, scientific, and technical services",Total,001,30,White,Veteran,,,471,W,30414,2624551,642,Firms with 50 to 99 employees
20912,"Professional, scientific, and technical services",Total,001,30,White,Veteran,,,376,W,52438,4098226,651,Firms with 100 to 249 employees
20913,"Professional, scientific, and technical services",Total,001,30,White,Veteran,,,S,S,"25,000 to 49,999 employees",S,652,Firms with 250 to 499 employees
20914,"Professional, scientific, and technical services",Total,001,30,White,Veteran,,,68,W,45308,3952533,657,Firms with 500 employees or more
20915,"Professional, scientific, and technical services",Total,001,40,Black or African American,Veteran,,,S,S,0 to 19 employees,S,611,Firms with no employees
20916,"Professional, scientific, and technical services",Total,001,40,Black or African American,Veteran,,,1020,R,1783,81822,612,Firms with 1 to 4 employees
20917,"Professional, scientific, and technical services",Total,001,40,Black or African American,Veteran,,,230,R,1526,65819,620,Firms with 5 to 9 employees
20918,"Professional, scientific, and technical services",Total,001,40,Black or African American,Veteran,,,S,S,"1,000 to 2,499 employees",S,630,Firms with 10 to 19 employees
20919,"Professional, scientific, and technical services",Total,001,40,Black or African American,Veteran,,,S,S,"2,500 to 4,999 employees",S,641,Firms with 20 to 49 employees
20920,"Professional, scientific, and technical services",Total,001,40,Black or African American,Veteran,,,23,R,1694,156041,642,Firms with 50 to 99 employees
20921,"Professional, scientific, and technical services",Total,001,40,Black or African American,Veteran,,,33,T,4641,337148,651,Firms with 100 to 249 employees
20922,"Professional, scientific, and technical services",Total,001,40,Black or African American,Veteran,,,9,R,2957,205833,652,Firms with 250 to 499 employees
20923,"Professional, scientific, and technical services",Total,001,40,Black or African American,Veteran,,,D,D,"1,000 to 2,499 employees",D,657,Firms with 500 employees or more
20924,"Professional, scientific, and technical services",Total,001,50,American Indian and Alaska Native,Veteran,,,107,K,0,2221,611,Firms with no employees
20925,"Professional, scientific, and technical services",Total,001,50,American Indian and Alaska Native,Veteran,,,363,O,614,27729,612,Firms with 1 to 4 employees
20926,"Professional, scientific, and technical services",Total,001,50,American Indian and Alaska Native,Veteran,,,S,S,20 to 99 employees,S,620,Firms with 5 to 9 employees
20927,"Professional, scientific, and technical services",Total,001,50,American Indian and Alaska Native,Veteran,,,S,S,250 to 499 employees,S,630,Firms with 10 to 19 employees
20928,"Professional, scientific, and technical services",Total,001,50,American Indian and Alaska Native,Veteran,,,D,D,100 to 249 employees,D,641,Firms with 20 to 49 employees
20929,"Professional, scientific, and technical services",Total,001,50,American Indian and Alaska Native,Veteran,,,D,D,20 to 99 employees,D,642,Firms with 50 to 99 employees
20930,"Professional, scientific, and technical services",Total,001,50,American Indian and Alaska Native,Veteran,,,D,D,250 to 499 employees,D,651,Firms with 100 to 249 employees
20931,"Professional, scientific, and technical services",Total,001,50,American Indian and Alaska Native,Veteran,,,D,D,500 to 999 employees,D,652,Firms with 250 to 499 employees
20932,"Professional, scientific, and technical services",Total,001,60,Asian,Veteran,,,S,S,0 to 19 employees,S,611,Firms with no employees
